学科类,批次,专业,标签,判定依据,配对数_24_25,超额漂移_24_25,阈值_24_25,显著_24_25,同向率_24_25,配对数_25_26,超额漂移_25_26,阈值_25_26,显著_25_26,同向率_25_26,两段合计超额漂移,原始位次口径_24_25,原始位次口径_25_26,单元数_2024,单元数_2025,单元数_2026,供给变动_24_26,层次分化_25_26
历史学科类,专科批,水生态修复技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0246,0.1532,否,1.00,1,-0.0162,0.1079,否,1.00,+0.0084,+0.0015,-0.0990,1,1,2,+1,普通公办:1个/-1.6%
历史学科类,专科批,室内艺术设计,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0108,0.1532,否,1.00,2,+0.0031,0.1079,否,1.00,-0.0077,-0.0339,-0.0797,1,2,3,+2,普通公办:2个/+0.3%
历史学科类,专科批,服装设计与工艺,样本不足,配对单元数不足（3 / 3，门槛 5）,3,+0.0207,0.1532,否,0.67,3,-0.0133,0.1079,否,0.67,+0.0074,-0.0024,-0.0961,4,5,6,+2,普通公办:3个/-1.3%
历史学科类,专科批,冰雪设施运维与管理,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0748,0.1532,否,1.00,1,+0.0678,0.1079,否,1.00,-0.0070,-0.0979,-0.0150,1,1,1,+0,普通公办:1个/+6.8%
历史学科类,专科批,中医养生保健,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0102,0.1532,否,1.00,1,-0.0154,0.1079,否,1.00,-0.0052,-0.0129,-0.0982,2,1,3,+1,普通公办:1个/-1.5%
历史学科类,专科批,艺术教育,样本不足,配对单元数不足（2 / 2，门槛 5）,2,+0.0040,0.1532,否,0.50,2,+0.0010,0.1079,否,0.50,+0.0050,-0.0191,-0.0818,3,4,4,+1,普通公办:2个/+0.1%
历史学科类,专科批,国际金融,样本不足,配对单元数不足（4 / 4，门槛 5）,4,+0.0272,0.1312,否,0.50,4,-0.0314,0.0937,否,0.50,-0.0042,+0.0040,-0.1142,4,4,4,+0,普通公办:4个/-3.1%
历史学科类,专科批,水利水电工程技术,样本不足,配对单元数不足（2 / 3，门槛 5）,2,-0.0302,0.1532,否,1.00,3,+0.0264,0.1079,否,0.67,-0.0037,-0.0533,-0.0564,2,3,3,+1,普通公办:3个/+2.6%
历史学科类,专科批,环境监测技术,样本不足,配对单元数不足（3 / 3，门槛 5）,3,+0.0123,0.1532,否,0.67,3,-0.0151,0.1079,否,0.67,-0.0028,-0.0108,-0.0979,4,4,3,-1,普通公办:3个/-1.5%
历史学科类,专科批,刑事执行,样本不足,缺一个年段的配对数据,1,-0.0126,0.1532,否,1.00,,,,,,,-0.0357,,1,1,2,+1,
历史学科类,专科批,陵园服务与管理,样本不足,缺一个年段的配对数据,1,+0.0142,0.1532,否,1.00,,,,,,,-0.0089,,1,1,0,-1,
历史学科类,专科批,茶艺与茶文化,样本不足,缺一个年段的配对数据,1,-0.1175,0.1532,否,1.00,,,,,,,-0.1406,,2,1,1,-1,
历史学科类,专科批,动物营养与饲料,样本不足,缺一个年段的配对数据,1,-0.0728,0.1532,否,1.00,,,,,,,-0.0960,,1,1,0,-1,
历史学科类,专科批,测绘工程技术,样本不足,缺一个年段的配对数据,1,+0.0412,0.1532,否,1.00,,,,,,,+0.0181,,1,1,1,+0,
历史学科类,专科批,医学生物技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0119,0.1532,否,1.00,1,+0.0119,0.1079,否,1.00,+0.0000,-0.0350,-0.0709,1,1,2,+1,普通公办:1个/+1.2%
历史学科类,专科批,工业软件开发技术,样本不足,缺一个年段的配对数据,1,+0.2118,0.1532,是,1.00,,,,,,,+0.1887,,1,1,0,-1,
历史学科类,专科批,航空发动机装配调试技术,样本不足,缺一个年段的配对数据,1,+0.0386,0.1532,否,1.00,,,,,,,+0.0154,,1,1,0,-1,
历史学科类,专科批,化工生物技术,样本不足,缺一个年段的配对数据,1,+0.0900,0.1532,否,1.00,,,,,,,+0.0668,,1,1,0,-1,
历史学科类,专科批,舞蹈表演,样本不足,缺一个年段的配对数据,1,+0.2429,0.1532,是,1.00,,,,,,,+0.2198,,1,1,0,-1,
历史学科类,专科批,商务管理,样本不足,缺一个年段的配对数据,1,+0.1948,0.1532,是,1.00,,,,,,,+0.1717,,2,2,1,-1,
历史学科类,专科批,影视编导,样本不足,缺一个年段的配对数据,1,+0.1479,0.1532,否,1.00,,,,,,,+0.1248,,2,1,1,-1,
历史学科类,专科批,表演艺术,样本不足,缺一个年段的配对数据,1,+0.1961,0.1532,是,1.00,,,,,,,+0.1730,,2,1,1,-1,
历史学科类,专科批,播音与主持,样本不足,缺一个年段的配对数据,1,+0.0757,0.1532,否,1.00,,,,,,,+0.0526,,1,1,0,-1,
历史学科类,专科批,现代物业管理,样本不足,缺一个年段的配对数据,2,+0.1167,0.1532,否,1.00,,,,,,,+0.0936,,2,2,1,-1,
历史学科类,专科批,市政工程技术,样本不足,缺一个年段的配对数据,1,+0.0248,0.1532,否,1.00,,,,,,,+0.0017,,1,1,1,+0,
历史学科类,专科批,舞蹈教育,样本不足,缺一个年段的配对数据,1,+0.0755,0.1532,否,1.00,,,,,,,+0.0524,,1,1,2,+1,
历史学科类,专科批,发电运行技术,样本不足,缺一个年段的配对数据,1,-0.0356,0.1532,否,1.00,,,,,,,-0.0587,,1,1,0,-1,
历史学科类,专科批,中医骨伤,样本不足,缺一个年段的配对数据,,,,,,1,+0.1596,0.1079,是,1.00,,,+0.0768,1,1,2,+1,普通公办:1个/+16.0%
历史学科类,专科批,智能建造技术,样本不足,缺一个年段的配对数据,,,,,,8,-0.0889,0.0613,是,0.75,,,-0.1717,0,8,11,+11,普通公办:7个/-9.3% 民办:1个/+1.4%
历史学科类,专科批,核电站动力设备运行与维护,样本不足,缺一个年段的配对数据,,,,,,1,+0.1199,0.1079,是,1.00,,,+0.0370,0,1,1,+1,普通公办:1个/+12.0%
历史学科类,专科批,司法警务,样本不足,缺一个年段的配对数据,,,,,,1,-0.0016,0.1079,否,1.00,,,-0.0844,0,1,2,+2,普通公办:1个/-0.2%
历史学科类,专科批,司法信息技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0083,0.1079,否,1.00,,,-0.0911,0,1,1,+1,普通公办:1个/-0.8%
历史学科类,专科批,业财数据应用与管理,样本不足,缺一个年段的配对数据,,,,,,3,-0.0404,0.1079,否,1.00,,,-0.1232,0,3,4,+4,普通公办:3个/-4.0%
历史学科类,专科批,导弹维修技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.1913,0.1079,是,1.00,,,-0.2741,0,1,1,+1,民办:1个/-19.1%
历史学科类,专科批,首饰设计与工艺,样本不足,缺一个年段的配对数据,,,,,,1,-0.0457,0.1079,否,1.00,,,-0.1285,0,1,1,+1,普通公办:1个/-4.6%
历史学科类,专科批,材料成型及控制技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0401,0.1079,否,1.00,,,-0.1229,0,1,1,+1,普通公办:1个/-4.0%
历史学科类,专科批,建筑电气工程技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0437,0.1079,否,1.00,,,-0.1265,0,1,1,+1,普通公办:1个/-4.4%
历史学科类,专科批,供热通风与空调工程技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0800,0.1079,否,1.00,,,-0.1628,0,1,1,+1,普通公办:1个/-8.0%
历史学科类,专科批,建设工程管理,样本不足,缺一个年段的配对数据,,,,,,1,-0.0285,0.1079,否,1.00,,,-0.1113,2,2,2,+0,普通公办:1个/-2.8%
历史学科类,专科批,建筑经济信息化管理,样本不足,缺一个年段的配对数据,,,,,,1,+0.0031,0.1079,否,1.00,,,-0.0797,0,1,2,+2,普通公办:1个/+0.3%
历史学科类,专科批,汽车电子技术,样本不足,缺一个年段的配对数据,,,,,,1,+0.0064,0.1079,否,1.00,,,-0.0764,3,1,2,-1,普通公办:1个/+0.6%
历史学科类,专科批,水利水电工程智能管理,样本不足,缺一个年段的配对数据,,,,,,1,-0.0716,0.1079,否,1.00,,,-0.1544,0,1,1,+1,普通公办:1个/-7.2%
历史学科类,专科批,水文与水资源技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0799,0.1079,否,1.00,,,-0.1627,0,1,1,+1,普通公办:1个/-8.0%
历史学科类,专科批,材料工程技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0469,0.1079,否,1.00,,,-0.1297,0,1,2,+2,普通公办:1个/-4.7%
历史学科类,专科批,影视多媒体技术,样本不足,缺一个年段的配对数据,,,,,,2,+0.0067,0.1079,否,0.50,,,-0.0761,1,3,2,+1,普通公办:2个/+0.7%
历史学科类,专科批,体育教育,样本不足,缺一个年段的配对数据,,,,,,2,+0.1024,0.1079,否,1.00,,,+0.0196,3,2,3,+0,普通公办:1个/+17.0% 民办:1个/+3.5%
历史学科类,专科批,职业指导与服务,样本不足,缺一个年段的配对数据,,,,,,1,-0.1214,0.1079,是,1.00,,,-0.2042,0,1,1,+1,普通公办:1个/-12.1%
历史学科类,专科批,物流工程技术,样本不足,缺一个年段的配对数据,,,,,,1,+0.0072,0.1079,否,1.00,,,-0.0756,2,1,3,+1,普通公办:1个/+0.7%
历史学科类,专科批,农村电子商务,样本不足,缺一个年段的配对数据,,,,,,1,-0.0893,0.1079,否,1.00,,,-0.1721,0,1,1,+1,普通公办:1个/-8.9%
历史学科类,专科批,青少年工作与管理,样本不足,缺一个年段的配对数据,,,,,,1,+0.0988,0.1079,否,1.00,,,+0.0159,0,1,1,+1,普通公办:1个/+9.9%
历史学科类,专科批,密码技术应用,样本不足,缺一个年段的配对数据,,,,,,2,-0.0062,0.1079,否,0.50,,,-0.0890,0,2,2,+2,普通公办:1个/+2.0% 民办:1个/-3.3%
历史学科类,专科批,健康大数据管理与服务,样本不足,缺一个年段的配对数据,,,,,,2,+0.0091,0.1079,否,0.50,,,-0.0737,0,2,2,+2,普通公办:1个/-4.4% 民办:1个/+6.2%
历史学科类,专科批,港口物流管理,样本不足,缺一个年段的配对数据,,,,,,2,+0.0469,0.1079,否,0.50,,,-0.0359,0,2,2,+2,民办:2个/+4.7%
历史学科类,专科批,影视动画,样本不足,缺一个年段的配对数据,,,,,,1,+0.1159,0.1079,是,1.00,,,+0.0331,0,1,2,+2,民办:1个/+11.6%
历史学科类,专科批,汽车智能技术,样本不足,缺一个年段的配对数据,,,,,,1,+0.0014,0.1079,否,1.00,,,-0.0814,0,1,3,+3,民办:1个/+0.1%
历史学科类,专科批,煤矿智能开采技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.1210,0.1079,是,1.00,,,-0.2038,0,1,1,+1,普通公办:1个/-12.1%
历史学科类,专科批,水电站机电设备与自动化,样本不足,缺一个年段的配对数据,,,,,,1,+0.0323,0.1079,否,1.00,,,-0.0505,0,1,1,+1,普通公办:1个/+3.2%
历史学科类,专科批,民政服务与管理,样本不足,缺一个年段的配对数据,,,,,,1,+0.0837,0.1079,否,1.00,,,+0.0009,1,1,2,+1,普通公办:1个/+8.4%
历史学科类,专科批,现代家用纺织品设计,样本不足,缺一个年段的配对数据,,,,,,1,+0.0186,0.1079,否,1.00,,,-0.0642,0,1,1,+1,普通公办:1个/+1.9%
历史学科类,专科批,建筑钢结构工程技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0639,0.1079,否,1.00,,,-0.1467,0,1,1,+1,普通公办:1个/-6.4%
历史学科类,专科批,冷链物流技术与管理,样本不足,缺一个年段的配对数据,,,,,,1,-0.0227,0.1079,否,1.00,,,-0.1055,0,1,1,+1,普通公办:1个/-2.3%
历史学科类,专科批,舞台艺术设计与制作,样本不足,缺一个年段的配对数据,,,,,,1,+0.0542,0.1079,否,1.00,,,-0.0286,0,1,1,+1,民办:1个/+5.4%
历史学科类,专科批,社会体育,样本不足,缺一个年段的配对数据,,,,,,1,-0.1159,0.1079,是,1.00,,,-0.1987,0,2,2,+2,普通公办:1个/-11.6%
历史学科类,专科批,文物修复与保护,样本不足,缺一个年段的配对数据,,,,,,2,+0.0378,0.1079,否,1.00,,,-0.0450,0,2,2,+2,普通公办:2个/+3.8%
历史学科类,专科批,商务数据分析与应用,样本不足,缺一个年段的配对数据,,,,,,1,+0.1077,0.1079,否,1.00,,,+0.0248,1,2,4,+3,普通公办:1个/+10.8%
历史学科类,专科批,农村金融,样本不足,缺一个年段的配对数据,,,,,,1,-0.0583,0.1079,否,1.00,,,-0.1412,0,1,1,+1,普通公办:1个/-5.8%
历史学科类,专科批,数字时尚设计,样本不足,缺一个年段的配对数据,,,,,,1,-0.0185,0.1079,否,1.00,,,-0.1014,0,1,1,+1,普通公办:1个/-1.9%
历史学科类,专科批,旅游日语,样本不足,缺一个年段的配对数据,,,,,,1,+0.1277,0.1079,是,1.00,,,+0.0449,0,1,1,+1,普通公办:1个/+12.8%
历史学科类,专科批,动物药学,样本不足,缺一个年段的配对数据,,,,,,1,+0.2373,0.1079,是,1.00,,,+0.1545,0,1,2,+2,民办:1个/+23.7%
历史学科类,专科批,建筑消防技术,样本不足,缺一个年段的配对数据,,,,,,1,+0.1169,0.1079,是,1.00,,,+0.0340,1,1,2,+1,民办:1个/+11.7%
历史学科类,专科批,智慧城市管理技术,样本不足,缺一个年段的配对数据,,,,,,1,+0.0259,0.1079,否,1.00,,,-0.0569,1,4,1,+0,普通公办:1个/+2.6%
历史学科类,专科批,航空材料精密成型技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.0179,0.1079,否,1.00,,,-0.1007,0,1,1,+1,普通公办:1个/-1.8%
历史学科类,专科批,社会工作,样本不足,缺一个年段的配对数据,,,,,,1,+0.0829,0.1079,否,1.00,,,+0.0001,1,2,3,+2,普通公办:1个/+8.3%
历史学科类,专科批,邮政快递运营管理,样本不足,缺一个年段的配对数据,,,,,,1,-0.0727,0.1079,否,1.00,,,-0.1555,1,8,5,+4,普通公办:1个/-7.3%
历史学科类,专科批,制药设备应用技术,样本不足,缺一个年段的配对数据,,,,,,1,-0.1037,0.1079,否,1.00,,,-0.1865,0,1,1,+1,普通公办:1个/-10.4%
历史学科类,专科批,卫星通信与导航技术,样本不足,缺一个年段的配对数据,,,,,,1,+0.0247,0.1079,否,1.00,,,-0.0581,0,1,1,+1,普通公办:1个/+2.5%
历史学科类,专科批,心理健康教育,样本不足,缺一个年段的配对数据,,,,,,1,+0.0180,0.1079,否,1.00,,,-0.0648,1,1,2,+1,普通公办:1个/+1.8%
历史学科类,本科批,现代殡葬管理,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1999,0.1280,是,1.00,1,-0.3934,0.1599,是,1.00,-0.5933,-0.1681,-0.3705,1,1,1,+0,普通公办:1个/-39.3%
历史学科类,本科批,边防军人子女预科班,样本不足,配对单元数不足（3 / 8，门槛 5）,3,-0.4628,0.1280,是,1.00,8,-0.0503,0.0905,否,0.50,-0.5131,-0.4309,-0.0275,3,8,8,+5,985:1个/-10.2% 普通公办:7个/+0.1%
历史学科类,本科批,匈牙利语,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.2040,0.1280,是,1.00,1,-0.2474,0.1599,是,1.00,-0.4513,-0.1721,-0.2245,2,2,1,-1,普通公办:1个/-24.7%
历史学科类,本科批,智慧健康养老管理,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.2149,0.1280,是,1.00,1,-0.1803,0.1599,是,1.00,-0.3951,-0.1830,-0.1574,1,1,1,+0,普通公办:1个/-18.0%
历史学科类,本科批,摄影,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.3130,0.1280,是,1.00,1,+0.0235,0.1599,否,1.00,-0.2894,-0.2811,+0.0464,1,1,1,+0,普通公办:1个/+2.4%
历史学科类,本科批,影视摄影与制作,样本不足,配对单元数不足（2 / 3，门槛 5）,2,+0.3612,0.1280,是,1.00,3,-0.0819,0.1599,否,0.67,+0.2793,+0.3930,-0.0590,3,3,4,+1,普通公办:3个/-8.2%
历史学科类,本科批,公共关系学,样本不足,配对单元数不足（2 / 1，门槛 5）,2,-0.0203,0.1280,否,0.50,1,-0.2568,0.1599,是,1.00,-0.2771,+0.0115,-0.2339,3,2,2,-1,普通公办:1个/-25.7%
历史学科类,本科批,人类学,样本不足,配对单元数不足（2 / 1，门槛 5）,2,+0.4692,0.1280,是,1.00,1,-0.1977,0.1599,是,1.00,+0.2715,+0.5010,-0.1748,2,2,1,-1,985:1个/-19.8%
历史学科类,本科批,国际政治,样本不足,配对单元数不足（6 / 4，门槛 5）,6,+0.0944,0.0845,是,1.00,4,+0.1637,0.1384,是,1.00,+0.2581,+0.1263,+0.1866,7,8,7,+0,211:2个/+14.2% 普通公办:2个/+16.4%
历史学科类,本科批,电影学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.2086,0.1280,是,1.00,1,-0.0383,0.1599,否,1.00,-0.2470,-0.1768,-0.0155,1,1,1,+0,民办:1个/-3.8%
历史学科类,本科批,国际组织与全球治理,样本不足,配对单元数不足（2 / 1，门槛 5）,2,+0.0786,0.1280,否,1.00,1,+0.1634,0.1599,是,1.00,+0.2420,+0.1104,+0.1862,2,2,1,-1,普通公办:1个/+16.3%
历史学科类,本科批,伦理学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0876,0.1280,否,1.00,1,+0.1467,0.1599,否,1.00,+0.2343,+0.1195,+0.1695,1,1,1,+0,双一流:1个/+14.7%
历史学科类,本科批,自然地理与资源环境,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0823,0.1280,否,1.00,1,-0.1406,0.1599,否,1.00,-0.2229,-0.0504,-0.1178,2,1,1,-1,211:1个/-14.1%
历史学科类,本科批,世界史,样本不足,配对单元数不足（1 / 2，门槛 5）,1,+0.1861,0.1280,是,1.00,2,+0.0345,0.1599,否,0.50,+0.2207,+0.2180,+0.0574,1,2,2,+1,211:1个/+12.3% 985:1个/-5.4%
历史学科类,本科批,国际事务与国际关系,样本不足,配对单元数不足（4 / 5，门槛 5）,4,-0.0114,0.1086,否,0.75,5,+0.2239,0.1218,是,1.00,+0.2126,+0.0205,+0.2468,5,6,6,+1,普通公办:5个/+22.4%
历史学科类,本科批,监狱学,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0510,0.1280,否,0.50,2,-0.1356,0.1599,否,1.00,-0.1866,-0.0191,-0.1127,2,2,2,+0,普通公办:2个/-13.6%
历史学科类,本科批,信用管理,样本不足,配对单元数不足（2 / 2，门槛 5）,2,+0.1911,0.1280,是,0.50,2,-0.0046,0.1599,否,0.50,+0.1865,+0.2229,+0.0183,5,3,3,-2,普通公办:2个/-0.5%
历史学科类,本科批,社区矫正,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1883,0.1280,是,1.00,1,+0.0048,0.1599,否,1.00,-0.1836,-0.1565,+0.0276,1,1,1,+0,普通公办:1个/+0.5%
历史学科类,本科批,园林,样本不足,配对单元数不足（3 / 2，门槛 5）,3,+0.0066,0.1280,否,0.67,2,+0.1559,0.1599,否,1.00,+0.1625,+0.0385,+0.1788,4,3,2,-2,普通公办:1个/+29.3% 民办:1个/+1.9%
历史学科类,本科批,教育学,样本不足,配对单元数不足（4 / 10，门槛 5）,4,+0.1153,0.1086,是,1.00,10,+0.0451,0.0812,否,0.60,+0.1604,+0.1472,+0.0679,12,12,16,+4,985:1个/-9.6% 双一流:1个/+12.2% 普通公办:7个/+5.3% 民办:1个/-15.5%
历史学科类,本科批,能源经济,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0426,0.1280,否,1.00,1,-0.1113,0.1599,否,1.00,-0.1539,-0.0108,-0.0884,1,1,1,+0,普通公办:1个/-11.1%
历史学科类,本科批,国民经济管理,样本不足,配对单元数不足（2 / 1，门槛 5）,2,+0.1042,0.1280,否,1.00,1,+0.0484,0.1599,否,1.00,+0.1525,+0.1360,+0.0712,2,2,3,+1,211:1个/+4.8%
历史学科类,本科批,泰语,样本不足,配对单元数不足（3 / 1，门槛 5）,3,-0.1000,0.1280,否,0.67,1,-0.0524,0.1599,否,1.00,-0.1524,-0.0682,-0.0295,3,3,5,+2,普通公办:1个/-5.2%
历史学科类,本科批,海事管理,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1348,0.1280,是,1.00,1,-0.0115,0.1599,否,1.00,-0.1463,-0.1029,+0.0114,1,1,1,+0,211:1个/-1.1%
历史学科类,本科批,葡萄牙语,样本不足,配对单元数不足（3 / 3，门槛 5）,3,-0.0417,0.1280,否,0.67,3,-0.1035,0.1599,否,0.67,-0.1452,-0.0098,-0.0806,5,3,4,-1,普通公办:1个/-44.0% 民办:2个/-4.6%
历史学科类,本科批,逻辑学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0166,0.1280,否,1.00,1,-0.1593,0.1599,否,1.00,-0.1427,+0.0485,-0.1365,1,1,1,+0,985:1个/-15.9%
历史学科类,本科批,地理科学,样本不足,配对单元数不足（3 / 12，门槛 5）,3,+0.0797,0.1280,否,1.00,12,+0.0610,0.0735,否,0.75,+0.1407,+0.1115,+0.0839,13,14,15,+2,普通公办:11个/+6.2% 民办:1个/-0.7%
历史学科类,本科批,古典文献学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0367,0.1280,否,1.00,1,-0.1772,0.1599,是,1.00,-0.1405,+0.0686,-0.1543,2,1,2,+0,普通公办:1个/-17.7%
历史学科类,本科批,艺术设计学,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.1083,0.1280,否,1.00,2,-0.0303,0.1599,否,0.50,-0.1386,-0.0764,-0.0075,2,2,2,+0,双一流:1个/-6.9% 普通公办:1个/+0.9%
历史学科类,本科批,旅游管理与服务教育,样本不足,配对单元数不足（3 / 4，门槛 5）,3,-0.0964,0.1280,否,1.00,4,-0.0384,0.1384,否,1.00,-0.1348,-0.0645,-0.0155,7,5,4,-3,普通公办:3个/-5.3% 民办:1个/-1.6%
历史学科类,本科批,交通管理,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.1285,0.1280,是,0.50,2,-0.0047,0.1599,否,0.50,-0.1332,-0.0966,+0.0181,3,2,2,-1,211:1个/+6.6% 普通公办:1个/-7.6%
历史学科类,本科批,贸易经济,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0474,0.1280,否,1.00,1,+0.0786,0.1599,否,1.00,+0.1260,+0.0792,+0.1015,2,1,1,-1,普通公办:1个/+7.9%
历史学科类,本科批,航空安防管理,样本不足,配对单元数不足（1 / 2，门槛 5）,1,+0.0279,0.1280,否,1.00,2,+0.0959,0.1599,否,1.00,+0.1238,+0.0598,+0.1187,1,2,2,+1,普通公办:2个/+9.6%
历史学科类,本科批,宗教学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0480,0.1280,否,1.00,1,+0.1650,0.1599,是,1.00,+0.1170,-0.0161,+0.1879,1,2,3,+2,985:1个/+16.5%
历史学科类,本科批,土地资源管理,样本不足,配对单元数不足（3 / 3，门槛 5）,3,-0.0318,0.1280,否,0.67,3,-0.0844,0.1599,否,1.00,-0.1162,+0.0001,-0.0616,6,5,5,-1,普通公办:3个/-8.4%
